group,approved,defaulted,loan_size,processing_time
A,1,0,9244.23,3.263
A,1,0,30460.92,4.919
A,0,0,9857.33,2.92
A,1,0,9664.01,4.596
A,0,0,33065.44,4.562
A,0,0,47950.18,3.919
A,1,1,22376.17,5.449
A,1,0,7912.38,3.857
A,0,0,8879.61,4.547
A,0,0,14241.74,5.92
A,0,0,17270.31,5.386
A,0,0,6061.47,5.379
A,1,0,23823.56,2.476
A,1,0,14305.66,4.987
A,1,0,3386.1,2.882
A,0,0,6354.12,2.278
A,0,0,8925.76,4.092
A,1,0,12603.3,2.844
A,1,0,60562.01,5.386
A,1,0,16163.92,5.422
A,1,0,6818.42,1.346
A,0,0,15938.69,2.958
A,0,0,10080.21,2.01
A,0,0,17323.28,3.506
A,1,0,21257.27,4.883
A,1,0,35150.16,3.837
A,0,0,13102.66,3.315
A,0,0,49571.35,6.15
A,1,0,27623.39,0.743
A,0,0,7585.91,6.055
A,1,0,78267.25,3.384
A,1,0,17354.3,4.083
A,1,0,6849.29,3.409
A,1,0,50127.77,6.514
A,1,0,70419.26,2.354
A,1,0,13011.38,4.218
A,0,0,8929.18,4.991
A,1,0,11638.8,1.783
A,1,0,23665.78,2.82
A,0,0,37133.89,3.978
A,1,0,21086.53,2.87
A,1,0,14492.38,2.977
A,0,0,44285.36,3.675
A,1,0,10401.77,5.174
A,1,0,30477.24,3.686
A,1,0,10609.97,5.818
A,1,0,18860.37,2.703
A,0,0,12199.5,2.322
A,0,0,12775.93,7.09
A,0,0,9878.25,3.213
A,0,0,39178.49,2.234
A,0,0,7432.81,1.587
A,1,0,7389.49,5.813
A,0,0,72896.42,3.688
A,1,0,29210.34,3.819
A,0,0,1982.09,3.961
A,0,0,8499.76,5.719
A,1,0,3135.08,3.931
A,1,1,6244.44,7.716
A,1,0,1084.84,4.401
A,1,1,11972.99,5.793
A,0,0,5358.54,5.408
A,0,0,14015.57,4.145
A,1,0,3640.6,3.32
A,1,0,14275.92,4.698
A,1,0,9586.08,4.965
A,1,0,44425.21,3.341
A,1,0,41319.32,4.45
A,1,0,25041.17,6.054
A,0,0,10287.75,7.305
A,1,0,65401.75,5.482
A,1,1,3856.72,6.994
A,0,0,4346.62,3.256
A,1,1,12493.62,5.253
A,0,0,81083.15,6.208
A,0,0,11363.13,2.856
A,1,0,11538.03,3.472
A,1,0,4215.28,6.807
A,1,0,28473.91,2.737
A,1,0,28639.47,2.188
A,1,0,25115.99,6.492
A,1,1,8075.77,5.995
A,1,0,7590.36,4.848
A,1,0,4748.11,4.131
A,1,0,14286.9,3.542
A,0,0,5628.93,4.623
A,1,0,5208.6,6.57
A,1,0,9519.02,4.558
A,1,0,9033.32,7.45
A,0,0,8687.3,2.853
A,1,0,19402.47,4.17
A,0,0,14231.86,3.64
A,0,0,10609.18,2.572
A,1,0,15466.17,3.97
A,0,0,6043.74,4.826
A,1,0,14533.66,4.986
A,0,0,15070.31,7.456
A,0,0,4014.08,4.897
A,1,0,29630.37,5.925
A,1,0,6600.19,4.299
A,0,0,14360.66,6.717
A,1,0,33912.18,7.798
A,1,0,28016.29,4.997
A,1,0,13731.76,2.711
A,1,0,9996.6,3.377
A,0,0,28509.98,4.623
A,1,0,22919.79,4.885
A,1,0,8146.21,5.248
A,1,0,7073.32,4.89
A,0,0,2545.59,4.21
A,1,0,15111.71,3.246
A,0,0,12504.47,4.802
A,1,0,33155.14,6.982
A,0,0,17805.17,5.73
A,1,0,38846.89,5.002
A,1,0,7647.31,5.744
A,1,0,33207.14,3.643
A,0,0,8750.51,3.438
A,0,0,24886.4,3.078
A,1,0,4158.85,4.012
A,0,0,16124.71,3.567
A,0,0,2730.53,6.012
A,1,0,10789.08,3.487
A,1,0,19001.69,2.996
A,1,0,8806.32,7.114
A,1,0,5765.52,3.523
A,0,0,26288.71,4.43
A,0,0,12298.47,4.877
A,0,0,9030.32,2.495
A,1,1,13815.09,6.053
A,1,0,110121.03,5.156
A,0,0,33617.51,6.538
A,0,0,33862.35,3.181
A,0,0,18928.75,4.349
A,0,0,15263.02,4.259
A,0,0,1964.78,4.596
A,1,1,7760.61,2.018
A,1,0,9095.55,4.366
A,0,0,2981.22,2.06
A,1,0,5292.61,4.738
A,1,0,2738.95,1.007
A,1,0,12956.35,1.423
A,0,0,25719.71,5.428
A,1,0,32384.0,3.38
A,1,0,18616.95,2.718
A,1,0,6181.29,6.106
A,0,0,2847.93,4.691
A,0,0,3276.41,5.508
A,1,0,4840.7,3.951
A,0,0,6561.09,8.219
A,1,0,11756.97,3.293
A,1,0,5935.27,6.817
A,0,0,17521.44,4.108
A,0,0,11094.24,1.718
A,0,0,13472.91,4.924
A,0,0,33262.98,4.672
A,1,0,5196.88,2.623
A,1,0,18675.42,2.817
A,1,0,13211.22,4.163
A,1,0,10231.34,4.725
A,1,0,27124.84,0.494
A,0,0,26989.72,5.78
A,1,0,6265.46,3.458
A,0,0,11548.05,2.202
A,0,0,16730.18,5.612
A,0,0,10738.54,4.165
A,1,0,21333.14,6.024
A,1,0,16729.91,4.857
A,1,1,57875.47,4.198
A,1,1,3927.57,3.971
A,0,0,12113.2,4.924
A,1,1,6458.79,3.58
A,1,0,21661.37,2.921
A,0,0,3663.82,5.115
A,1,0,17624.59,3.983
A,0,0,8070.42,4.25
A,0,0,7425.46,5.834
A,0,0,4199.84,4.029
A,1,0,9209.02,4.223
A,1,0,31812.05,3.301
A,0,0,13093.21,4.846
A,1,0,22073.75,4.725
A,0,0,50600.33,5.551
A,0,0,16498.17,3.331
A,0,0,8543.79,3.513
A,1,0,19415.01,5.388
A,1,0,8643.5,4.578
A,0,0,8923.66,2.841
A,1,0,3960.34,6.16
A,1,1,28029.31,1.652
A,1,0,9810.4,5.376
A,0,0,15454.86,2.302
A,0,0,5832.67,7.029
A,1,0,18934.83,1.883
A,1,0,7262.26,5.928
A,1,0,11927.87,4.078
A,0,0,26964.08,3.65
A,1,0,25149.86,4.478
A,1,0,13126.34,5.148
A,0,0,3247.03,2.843
A,0,0,146422.05,2.976
A,0,0,53997.18,5.174
A,0,0,23816.64,1.639
A,1,0,7313.21,3.324
A,1,0,12199.21,8.761
A,0,0,8649.56,2.748
A,0,0,36720.29,5.922
A,0,0,16481.64,3.321
A,0,0,7134.3,4.964
A,1,0,9167.28,5.182
A,1,0,32759.57,5.893
A,0,0,48053.89,3.9
A,0,0,45372.67,7.183
A,0,0,24480.34,3.316
A,0,0,10915.07,4.551
A,0,0,999.03,4.568
A,1,0,16945.0,2.517
A,1,1,13340.2,3.771
A,1,0,14942.81,4.442
A,1,0,13948.37,3.552
A,1,0,4623.88,7.861
A,1,1,20867.05,2.942
A,1,0,22153.99,5.969
A,1,1,23060.37,5.485
A,1,1,28488.67,4.179
A,1,0,21660.41,2.902
A,1,1,9623.63,3.048
A,0,0,12623.69,3.423
A,1,0,14370.03,1.521
A,1,0,14561.84,2.695
A,1,0,29690.25,1.976
A,0,0,22357.9,6.219
A,1,0,70394.81,5.128
A,0,0,78055.48,5.379
A,1,0,14238.71,5.083
A,1,0,620.59,4.45
A,1,1,35934.96,6.391
A,1,1,8670.65,3.284
A,0,0,7036.12,4.36
A,0,0,9713.23,5.321
A,0,0,9345.83,2.218
A,1,0,21803.28,8.845
A,1,0,3837.02,4.243
A,0,0,5641.04,4.413
A,1,0,17580.17,6.085
A,1,0,21990.27,5.572
A,1,0,22319.89,4.257
A,1,0,7117.92,4.395
A,0,0,6108.2,1.944
A,0,0,8907.89,3.365
A,0,0,16185.94,4.976
A,1,0,43843.51,4.866
A,1,0,2596.84,6.032
A,1,0,11197.18,4.019
A,1,0,4600.21,2.119
A,1,1,3562.46,5.785
A,0,0,28956.94,6.354
A,0,0,20654.73,5.547
A,1,0,19140.21,3.955
A,0,0,27912.24,5.767
A,0,0,9101.78,9.343
A,1,0,9451.13,4.373
A,1,0,76771.17,2.232
A,1,0,10968.07,3.321
A,1,0,24055.18,5.138
A,1,0,13428.11,1.793
A,0,0,3045.42,4.454
A,1,0,2602.68,4.771
A,1,0,8406.94,6.503
A,1,0,31097.45,6.165
A,1,1,25100.26,5.497
A,0,0,27757.51,0.956
A,0,0,6065.44,5.582
A,1,0,48664.15,5.258
A,1,0,6173.9,4.584
A,1,0,15839.46,1.605
A,1,0,13249.54,3.035
A,1,1,11624.86,2.45
A,1,1,38982.72,1.177
A,1,0,7600.06,4.196
A,1,0,4538.34,3.003
A,0,0,13575.15,8.138
A,1,0,9702.5,3.947
A,1,0,199168.47,6.141
A,0,0,22953.05,1.846
A,1,0,9628.93,3.405
A,0,0,5739.4,4.345
A,0,0,2968.37,2.838
A,1,1,5883.02,3.567
A,1,0,14646.45,3.873
A,0,0,41850.66,3.849
A,1,0,32772.71,6.983
A,1,0,16046.98,4.767
A,0,0,10316.15,4.919
A,1,0,16565.04,5.009
A,1,0,8822.76,5.119
A,0,0,52822.43,4.076
A,1,1,11483.29,3.719
A,1,0,12468.11,4.45
A,0,0,2269.56,5.935
A,1,0,11426.06,5.889
A,0,0,26086.87,3.839
A,0,0,5686.34,5.352
A,1,0,7327.75,3.908
A,1,0,25189.15,4.251
A,1,1,4099.72,3.49
A,1,1,31139.76,3.928
A,1,1,8727.94,6.212
A,0,0,9790.28,4.339
A,1,0,5436.54,4.403
A,1,0,18077.75,2.029
A,0,0,95597.08,3.736
A,1,0,24964.19,3.838
A,0,0,6691.36,2.956
A,1,0,33140.01,4.232
A,1,0,10369.83,3.556
A,0,0,40118.3,4.32
A,0,0,25472.15,4.382
A,0,0,1268.37,2.766
A,0,0,5983.35,3.602
A,0,0,28438.76,4.316
A,1,0,15083.03,5.976
A,1,0,5889.91,4.585
A,0,0,8047.59,3.207
A,0,0,2907.39,4.799
A,0,0,12447.83,6.761
A,1,0,78319.49,5.575
A,1,0,25436.66,5.021
A,0,0,77059.54,5.288
A,1,0,27062.86,6.36
A,0,0,30393.48,5.813
A,0,0,64813.1,5.05
A,1,0,18066.43,5.803
A,0,0,11501.33,2.578
A,0,0,30519.65,1.947
A,1,0,42747.76,4.436
A,0,0,9099.99,4.303
A,1,0,7500.65,3.384
A,0,0,14929.36,5.439
A,1,0,25983.03,1.406
A,0,0,25297.8,3.398
A,1,1,4275.54,3.473
A,1,0,61653.47,1.746
A,0,0,7998.97,6.442
A,1,0,10806.99,2.161
A,1,0,6489.08,3.317
A,0,0,115689.26,5.562
A,0,0,16214.42,5.169
A,1,1,6762.99,2.538
A,0,0,26665.85,5.224
A,1,0,24718.53,4.635
A,1,0,11496.74,7.7
A,1,0,26173.05,4.806
A,0,0,6903.38,3.988
A,0,0,9006.17,2.915
A,0,0,2675.33,3.084
A,0,0,4632.44,2.961
A,1,0,56732.62,6.257
A,1,0,49669.33,4.227
A,1,0,14081.69,5.048
A,1,1,50531.14,6.471
A,1,0,11753.9,0.662
A,0,0,10995.83,6.118
A,1,0,13977.56,4.283
A,1,0,12089.14,4.853
A,1,0,11246.85,2.957
A,0,0,33346.85,3.067
A,1,0,15064.68,4.933
A,1,0,23623.22,7.777
A,1,0,30488.49,5.705
A,0,0,18224.98,6.098
A,1,0,6147.39,3.912
A,0,0,4526.51,3.3
A,0,0,15048.36,3.029
A,1,0,11649.23,3.468
A,1,0,14327.17,1.121
A,0,0,13189.24,3.113
A,1,0,105541.44,3.359
A,1,0,4609.24,3.937
A,0,0,2719.06,4.398
A,0,0,17429.19,4.744
A,0,0,9885.87,4.178
A,0,0,17203.26,3.328
A,1,0,21313.72,1.255
A,1,1,37319.97,3.337
A,0,0,4000.68,2.741
A,1,0,8558.03,4.899
A,1,0,18826.28,5.564
A,0,0,24744.81,5.608
A,1,1,77246.71,5.335
A,1,0,28697.44,4.0
A,1,0,12766.36,3.417
A,1,0,6552.82,3.079
A,1,0,8506.35,1.939
A,1,0,8315.18,5.688
A,1,0,22565.71,3.938
A,0,0,16409.21,2.33
A,0,0,4633.56,2.96
A,1,1,9426.49,2.9
A,0,0,26958.07,4.265
A,1,0,17700.18,5.801
A,1,0,21055.47,3.678
A,0,0,18148.39,0.821
A,1,1,49076.94,3.916
A,0,0,16136.43,3.966
A,1,0,9810.24,3.863
A,0,0,6421.43,3.259
A,1,0,16312.51,4.526
A,0,0,1895.88,4.299
A,1,0,11528.4,4.163
A,0,0,11331.35,4.819
A,1,0,4484.68,3.555
A,1,0,6357.48,3.47
A,0,0,25532.97,6.27
A,1,1,16067.75,5.039
A,0,0,14493.14,5.44
A,0,0,17070.0,6.039
A,1,0,14387.31,4.989
A,0,0,36108.73,5.593
A,1,0,14746.24,1.831
A,0,0,4160.66,4.506
A,1,0,49222.39,3.926
A,1,0,17966.64,6.717
A,0,0,8338.15,5.591
A,0,0,4901.41,3.254
A,1,0,18338.01,4.759
A,0,0,12164.32,4.452
A,1,0,47066.53,4.881
A,1,0,10130.18,2.672
A,1,0,6836.94,4.74
A,1,0,27354.52,3.858
A,1,0,28007.44,4.624
A,1,0,15289.49,3.113
A,0,0,22950.29,3.322
A,0,0,12962.95,5.961
A,0,0,16108.33,2.623
A,1,0,33927.89,2.733
A,1,0,22032.08,4.123
A,0,0,11667.71,3.042
A,0,0,39414.54,2.872
A,1,0,2014.48,4.358
A,0,0,68985.99,1.942
A,0,0,3412.61,2.688
A,0,0,8089.53,7.281
A,0,0,12929.49,4.889
A,1,0,11882.42,3.08
A,1,0,29885.5,4.827
A,0,0,5731.49,5.051
A,0,0,16458.77,5.692
A,1,0,8412.13,4.009
A,1,0,16917.65,5.665
A,1,0,12685.09,1.142
A,0,0,14390.86,2.616
A,0,0,8604.67,4.446
A,1,0,8883.48,4.694
A,1,0,16811.49,2.832
A,1,0,28423.52,4.589
A,0,0,8278.16,3.264
A,0,0,6667.4,3.785
A,0,0,21824.06,5.737
A,1,0,13016.81,5.563
A,1,1,25962.24,2.704
A,1,0,6472.79,2.614
A,1,0,3217.79,3.583
A,0,0,8721.94,4.16
A,0,0,7236.68,3.213
A,0,0,12543.64,5.761
A,0,0,8026.66,4.721
A,1,0,24168.7,4.809
A,0,0,10609.23,2.3
A,0,0,15068.77,5.951
A,0,0,15155.33,-0.03
A,1,1,15614.64,5.451
A,1,0,13104.31,5.601
A,1,0,20100.11,3.551
A,0,0,7069.01,6.109
A,1,1,40926.55,4.105
A,1,0,11056.46,4.294
A,0,0,4678.63,4.709
A,1,0,15528.91,8.98
A,1,0,6761.88,6.217
A,1,0,22748.8,5.252
A,0,0,78251.59,2.831
A,1,0,7120.56,4.415
A,0,0,17429.12,2.98
A,1,0,3279.99,5.433
A,0,0,19208.81,4.411
A,1,0,6577.62,2.513
A,1,0,8104.16,4.322
A,0,0,5535.69,2.926
A,1,1,23997.89,4.427
A,1,0,29906.87,2.911
A,1,0,13612.02,4.241
A,0,0,6690.6,5.326
A,0,0,47649.07,4.12
A,0,0,7329.57,3.614
A,1,0,2369.36,4.505
A,1,0,19277.83,5.246
A,1,0,5520.26,2.539
A,1,0,29462.9,4.591
A,1,0,9848.65,6.176
A,1,0,21654.54,5.06
A,1,1,40994.79,4.287
A,0,0,5079.22,5.16
A,1,0,8495.15,4.879
A,1,0,12574.96,5.33
A,0,0,45708.57,1.164
A,1,0,7889.55,1.87
A,0,0,8303.21,5.707
A,0,0,19584.87,1.942
A,0,0,8418.75,4.802
A,1,1,15093.52,3.672
A,0,0,3861.34,2.706
A,1,0,78547.9,4.724
A,1,1,4545.23,4.502
A,1,0,10327.83,7.366
A,0,0,13017.05,3.263
A,1,0,61706.87,6.36
A,1,0,4629.13,4.729
A,0,0,65314.11,3.208
A,1,0,24483.18,5.399
A,1,0,18651.4,5.049
A,1,0,6077.16,4.254
A,1,0,21097.57,4.599
A,1,0,7489.15,3.305
A,1,0,36802.79,2.961
A,0,0,6143.5,5.339
A,1,0,12203.44,3.864
A,1,0,8567.93,4.08
A,0,0,6063.13,4.62
A,1,0,24174.55,4.598
A,0,0,20503.83,2.056
A,1,0,35143.96,6.129
A,1,0,3216.66,4.382
A,1,0,31298.85,3.896
A,1,0,99147.02,4.846
A,1,0,9308.54,4.555
A,1,1,60847.07,5.351
A,1,0,10823.46,5.007
A,1,0,4456.29,5.277
A,1,0,10461.89,6.226
A,1,0,30901.6,5.525
A,1,0,6832.59,3.959
A,1,0,8264.54,2.516
A,0,0,21479.01,6.702
A,1,0,13392.47,3.843
A,0,0,21326.34,3.49
A,0,0,16159.5,1.595
A,1,0,19608.14,4.708
A,0,0,9453.68,4.423
A,0,0,16080.86,1.927
A,1,0,6362.02,4.88
A,1,0,37449.43,3.453
A,0,0,8043.18,8.235
A,0,0,32960.92,3.346
A,1,0,11082.41,3.547
A,1,0,15702.88,2.888
A,1,0,8991.44,6.117
A,1,0,5926.59,3.641
A,1,0,3308.31,3.113
A,1,0,5743.02,5.26
A,1,0,10310.03,2.129
A,0,0,15827.49,5.138
A,1,1,29980.53,6.872
A,1,0,9352.45,5.05
A,0,0,6597.4,5.157
A,0,0,4212.57,5.505
A,1,1,19615.02,6.765
A,1,0,40398.81,6.015
A,1,0,36793.05,4.86
A,1,0,23575.1,5.556
A,1,0,22266.41,2.871
A,1,0,51953.22,5.364
A,1,0,17425.07,2.692
A,1,0,22401.96,3.649
A,1,0,10335.84,-0.424
A,1,1,4493.4,4.802
A,1,0,7730.44,3.234
A,1,0,13262.19,5.867
A,1,0,14025.44,4.785
A,0,0,62381.79,5.886
A,1,1,14257.26,2.575
A,0,0,34305.97,5.758
A,0,0,9432.71,7.359
A,1,0,10411.43,5.346
A,1,0,4613.74,5.386
A,1,0,7377.11,4.454
A,1,0,20365.25,3.413
A,0,0,13440.77,5.342
A,1,0,28405.86,1.941
A,1,0,15444.42,3.573
A,1,1,10077.26,1.543
A,1,0,74506.19,3.145
A,0,0,12392.88,5.163
A,1,0,33873.92,4.958
A,1,0,9691.77,4.276
A,0,0,23568.81,4.456
A,1,0,28068.76,1.371
A,1,0,15784.66,3.641
A,1,0,2031.26,3.178
A,1,0,13556.24,3.211
A,1,1,35752.23,5.099
A,1,0,20373.38,2.909
A,1,0,19085.25,3.293
A,1,0,3368.4,1.069
A,1,0,7507.34,3.759
A,0,0,18565.98,2.568
A,1,0,18551.51,4.319
A,1,0,35303.36,2.773
A,1,0,11897.77,4.357
A,0,0,18483.97,3.983
A,1,0,13535.88,6.708
A,1,1,6065.95,4.946
A,0,0,2198.14,1.441
A,0,0,18860.17,2.303
A,0,0,15354.41,4.283
A,1,0,8147.45,2.805
A,1,0,3657.96,-0.253
A,0,0,22110.14,6.224
A,0,0,10799.6,5.28
A,1,0,20858.14,4.981
A,1,0,59351.87,3.289
A,1,0,2408.73,4.842
A,0,0,7633.63,3.143
A,1,0,11299.34,4.507
A,1,0,42781.5,2.819
A,1,1,3607.89,6.474
A,1,1,62861.48,1.845
A,1,0,14893.57,6.048
A,1,0,12372.1,4.258
A,1,0,11402.09,3.466
A,1,1,9423.76,4.451
A,1,1,30899.44,5.3
A,1,0,5682.71,6.25
A,1,0,17611.92,4.67
A,1,0,9824.7,2.864
A,1,0,7261.15,4.283
A,1,0,105744.4,6.925
A,1,0,18680.6,6.222
A,1,0,21820.66,5.563
A,0,0,33197.22,5.394
A,1,0,4285.19,5.249
A,0,0,54275.79,5.938
A,1,0,1795.13,3.515
A,0,0,7222.72,2.167
A,0,0,9253.66,4.304
A,1,0,21276.93,2.974
A,1,0,15914.32,2.617
A,1,0,11690.69,3.12
A,1,0,13232.12,7.928
A,0,0,6109.39,4.404
A,0,0,4032.79,4.743
A,0,0,23889.86,2.366
A,1,0,23271.04,1.434
A,0,0,47457.77,2.971
A,0,0,7100.97,6.357
A,1,0,23254.46,4.701
A,1,0,10647.01,5.098
A,0,0,34626.69,5.308
A,1,0,30259.64,3.313
A,0,0,15819.01,6.282
A,1,0,10181.99,3.251
A,0,0,28817.72,6.309
A,1,0,22415.85,4.863
A,1,0,7726.78,1.516
A,1,0,4618.2,3.078
A,0,0,10605.98,1.523
A,0,0,44906.2,5.945
A,1,0,33429.36,4.163
A,1,0,5487.01,0.857
A,0,0,5249.01,4.764
A,1,0,37039.76,3.394
A,0,0,5385.64,1.974
A,1,0,20079.13,6.717
A,1,0,8161.17,4.361
A,1,0,48709.82,3.76
A,1,0,7213.14,3.601
A,0,0,33345.87,1.93
A,1,0,15489.02,2.243
A,1,0,16346.28,6.127
A,0,0,2762.12,3.489
A,1,0,2293.12,4.233
A,1,0,11198.64,1.134
A,0,0,16277.27,2.223
A,0,0,5430.8,5.115
A,1,0,5591.74,4.767
A,0,0,20935.01,6.83
A,0,0,20958.16,6.214
A,1,0,11965.79,3.854
A,1,0,24938.33,4.909
A,0,0,5222.01,3.725
A,0,0,10049.24,7.282
A,1,0,49926.24,5.924
A,0,0,14110.26,4.455
A,0,0,14780.29,4.501
A,1,0,84521.17,6.367
A,1,0,4361.3,5.069
A,1,0,25264.22,6.538
A,0,0,50573.8,0.91
A,1,0,10302.21,4.892
A,1,0,26574.43,3.427
A,0,0,6089.88,6.835
A,0,0,7712.63,6.52
A,1,0,18178.11,4.249
A,0,0,25307.43,6.503
A,1,0,32752.98,6.875
A,0,0,46896.71,4.312
A,1,0,12657.98,7.908
A,1,0,34713.69,4.153
A,0,0,10159.41,3.878
A,1,0,27492.62,5.499
A,1,0,15771.99,3.669
A,0,0,19082.79,4.328
A,0,0,18747.32,6.314
A,0,0,3700.55,4.229
A,0,0,5435.48,1.657
A,1,0,14501.87,4.751
A,1,0,3463.99,3.156
A,1,1,25977.05,5.498
A,1,0,26829.16,5.244
A,0,0,17356.74,6.407
A,1,0,5448.48,5.561
A,1,0,40300.18,5.835
A,1,1,68170.59,3.196
A,0,0,15027.87,5.406
A,1,0,20099.06,7.153
A,1,1,15699.61,3.167
A,1,0,20420.52,6.9
A,1,0,12141.12,3.376
A,1,1,12995.37,2.922
A,0,0,27572.5,4.644
A,0,0,87247.08,5.274
A,1,0,4358.76,5.568
A,0,0,12295.03,2.757
A,0,0,5195.93,4.852
A,0,0,47744.54,3.172
A,1,1,8348.27,1.967
A,1,0,4210.93,2.807
A,1,0,22260.07,3.074
A,1,0,53930.36,4.982
A,0,0,22717.22,5.928
A,0,0,15738.08,1.99
A,0,0,18533.08,4.728
A,1,0,41434.64,2.435
A,1,0,6638.5,5.144
A,0,0,12216.25,3.266
A,0,0,9300.73,2.623
A,1,0,5248.55,5.399
A,0,0,10273.26,3.32
A,0,0,32408.53,3.726
A,1,0,21021.09,0.87
A,1,0,22369.38,5.62
A,1,0,15020.64,5.431
A,1,0,20305.74,4.208
A,1,0,7041.16,1.909
A,0,0,10429.48,6.014
A,1,0,15577.82,3.201
A,1,0,16680.78,3.52
A,1,0,17260.06,7.668
A,1,0,11960.1,3.145
A,0,0,9877.96,5.313
A,1,0,167078.16,5.043
A,1,0,27596.1,4.785
A,0,0,18592.58,4.623
A,1,0,11085.94,4.765
A,1,0,9311.68,4.608
A,1,0,12032.41,4.122
A,1,0,16886.39,6.467
A,1,0,2968.02,2.231
A,1,1,3806.59,5.732
A,1,0,8026.42,5.434
A,0,0,15767.59,5.248
A,1,0,11032.29,5.875
A,1,0,43586.25,4.061
A,0,0,4080.94,1.397
A,1,1,7324.09,4.092
A,0,0,45074.56,2.713
A,1,0,14837.24,3.102
A,0,0,27115.86,2.336
A,1,0,68940.39,3.484
A,1,0,7669.11,3.305
A,1,0,12339.35,0.634
A,0,0,10743.52,5.25
A,1,0,2797.06,7.53
A,1,0,10422.09,5.109
A,1,0,27033.98,3.896
A,0,0,20588.16,4.118
A,1,1,21922.45,3.569
A,0,0,9893.1,4.335
A,1,0,7903.98,4.144
A,1,0,36879.26,2.938
A,1,0,8974.53,6.724
A,1,0,16903.33,1.969
A,1,0,15224.6,5.277
A,1,0,43017.99,4.048
A,0,0,29060.35,7.051
A,1,0,4740.0,4.711
A,1,0,5166.53,3.66
A,1,0,21229.09,3.828
A,1,1,12689.5,4.26
A,1,0,9282.28,2.486
A,1,0,30106.68,3.05
A,1,0,15521.28,1.523
A,0,0,13932.31,2.816
A,0,0,24930.89,4.341
A,1,0,9896.27,4.65
A,1,0,46855.1,1.231
A,0,0,7112.16,3.994
A,1,0,22596.34,5.045
A,1,0,42068.99,3.956
A,1,0,4438.91,3.249
A,0,0,10151.04,3.582
A,0,0,33315.1,3.389
A,1,0,33718.29,3.245
A,1,0,11647.0,4.461
A,1,0,7422.44,7.662
A,0,0,28702.76,3.084
A,1,0,34435.36,3.723
A,1,0,5262.02,4.122
A,0,0,5099.35,3.169
A,1,1,15997.78,5.847
A,0,0,22103.44,0.644
A,1,0,10516.96,3.403
A,1,0,23004.27,5.427
A,1,0,7569.56,3.759
A,0,0,2460.81,2.969
A,0,0,9517.42,4.861
A,0,0,14052.92,5.56
A,1,0,10714.23,4.516
A,0,0,5287.59,2.998
A,1,1,3125.91,4.884
A,1,0,8854.92,3.597
A,0,0,27395.24,5.318
A,1,0,36496.0,6.425
A,1,0,34550.27,0.292
A,1,0,6955.39,4.367
A,1,0,5308.34,1.596
A,1,1,19876.78,7.863
A,1,0,22205.16,3.498
A,1,0,18400.55,5.32
A,0,0,2667.11,4.147
A,0,0,6677.46,2.995
A,1,1,13046.16,2.817
A,1,0,19727.61,6.579
A,1,0,24682.4,5.634
A,1,0,14993.96,7.115
A,1,0,17406.99,4.283
A,0,0,14298.25,4.632
A,1,0,23120.98,3.799
A,1,0,17159.25,3.769
A,1,0,14081.12,2.637
A,1,0,10778.46,4.326
A,0,0,14257.43,3.016
A,0,0,19686.2,4.863
A,1,0,16547.33,4.455
A,0,0,18118.0,4.632
A,1,0,39111.72,6.713
A,0,0,16516.76,4.143
A,0,0,7949.0,5.335
A,1,0,27089.07,7.277
A,1,0,4478.49,6.16
A,1,0,5624.4,5.93
A,1,0,17477.64,3.74
A,0,0,20193.53,4.544
A,1,0,4934.27,2.223
