application_id,group,approved,defaulted,loan_size,processing_time
191,A,False,False,0.0,36.8
192,B,False,False,0.0,22.4
193,B,False,False,0.0,12.9
194,B,True,False,12718.7,70.3
195,A,False,False,0.0,28.0
196,A,False,False,0.0,41.3
197,A,False,False,0.0,44.0
198,B,True,False,11170.64,38.9
199,B,False,False,0.0,49.9
200,B,True,False,13802.58,33.1
201,B,True,False,16531.68,57.3
202,A,True,False,15591.14,45.3
203,B,False,False,0.0,44.5
204,B,True,False,10317.49,55.9
205,B,True,False,33302.19,57.5
206,A,True,True,24941.91,56.9
207,A,False,False,0.0,17.7
208,B,True,False,10819.37,68.1
209,B,True,False,11676.93,80.9
210,A,True,False,8208.66,36.7
211,B,True,False,6912.29,52.6
212,A,True,False,7672.69,103.9
213,B,True,True,4513.59,44.0
214,A,True,False,9093.86,32.1
215,B,False,False,0.0,30.1
216,A,True,False,20529.34,40.8
217,B,True,False,7771.06,44.0
218,A,True,False,12334.89,74.2
219,B,True,False,5399.9,78.1
220,A,True,False,11687.91,62.3
221,A,False,False,0.0,48.6
222,A,False,False,0.0,18.3
223,B,True,False,21695.63,83.0
224,B,False,False,0.0,18.1
225,A,False,False,0.0,51.1
226,B,True,False,8725.41,58.4
227,B,False,False,0.0,27.1
228,B,True,False,18387.88,29.2
229,A,True,False,37936.67,71.6
230,A,False,False,0.0,20.5
231,A,False,False,0.0,28.8
232,B,True,False,9896.82,60.1
233,A,False,False,0.0,25.0
234,B,True,False,25347.87,65.6
235,A,False,False,0.0,33.4
236,B,True,False,6188.53,61.4
237,B,True,False,22673.47,41.4
238,A,False,False,0.0,30.1
239,B,True,False,17760.33,37.5
240,B,True,False,11988.52,39.6
241,A,True,False,14126.64,39.8
242,A,True,False,4403.6,36.5
243,B,True,False,20599.41,32.6
244,B,True,False,14489.04,41.2
245,A,False,False,0.0,76.9
246,A,True,False,25002.64,47.8
247,A,True,True,37741.33,37.6
248,A,False,False,0.0,32.1
249,A,True,False,8209.04,47.2
250,B,True,False,8254.75,35.4
251,B,True,False,35985.45,75.5
252,B,False,False,0.0,25.3
253,A,True,False,10573.23,31.3
254,A,False,False,0.0,23.4
255,A,True,False,2775.04,41.9
256,A,True,False,14446.34,35.3
257,B,False,False,0.0,21.8
258,A,False,False,0.0,27.3
259,A,True,False,9787.58,56.6
260,A,False,False,0.0,19.1
261,A,False,False,0.0,24.4
262,A,False,False,0.0,32.3
263,A,False,False,0.0,28.2
264,B,True,False,17468.18,57.3
265,A,True,False,9277.58,55.8
266,A,False,False,0.0,23.4
267,A,True,True,15409.49,34.7
268,B,True,False,19262.41,49.2
269,B,True,False,22504.2,35.3
270,A,False,False,0.0,32.2
271,A,True,False,10034.41,59.6
272,A,True,False,17761.35,93.6
273,B,False,False,0.0,27.1
274,A,True,False,7156.11,53.2
275,A,True,False,9371.87,61.5
276,B,True,True,28016.49,33.9
277,A,True,True,12476.35,33.9
278,B,True,False,16779.87,41.6
279,B,True,False,15108.44,70.8
280,A,False,False,0.0,29.2
281,B,True,True,16671.8,69.8
282,B,True,False,10938.27,53.4
283,A,False,False,0.0,17.8
284,A,True,False,23800.21,30.8
285,A,True,False,15249.22,34.7
286,B,True,False,10359.91,32.0
287,A,False,False,0.0,62.7
288,B,True,False,9296.65,42.3
289,A,False,False,0.0,85.5
290,A,True,False,7431.74,113.4
291,A,False,False,0.0,18.3
292,B,True,False,7119.01,33.8
293,A,True,True,39224.82,28.6
294,A,True,True,13189.07,49.7
295,B,False,False,0.0,27.7
296,A,False,False,0.0,36.9
297,A,False,False,0.0,37.2
298,A,True,False,12348.12,43.4
299,B,True,False,7273.4,23.1
300,A,True,False,7870.84,40.5
301,A,False,False,0.0,17.1
302,A,False,False,0.0,34.9
303,B,False,False,0.0,41.7
304,A,True,False,30918.75,102.4
305,B,True,False,13479.05,37.2
306,B,False,False,0.0,28.2
307,B,True,False,25649.04,65.4
308,B,True,False,6154.99,39.4
309,A,True,False,42326.12,43.2
310,A,True,False,8716.77,40.8
311,B,True,False,26792.01,60.1
312,B,False,False,0.0,45.3
313,A,False,False,0.0,32.7
314,B,True,False,22875.78,67.4
315,A,False,False,0.0,43.7
316,A,True,True,18398.19,37.7
317,A,True,False,13394.57,102.5
318,B,True,False,11937.08,88.6
319,B,False,False,0.0,53.9
320,B,False,False,0.0,21.7
321,B,False,False,0.0,27.0
322,B,True,False,10966.7,37.4
323,A,True,False,7799.51,71.3
324,B,False,False,0.0,64.2
325,A,True,False,6368.16,26.6
326,A,True,True,7655.68,77.3
327,A,True,False,23909.29,40.0
328,A,False,False,0.0,47.1
329,B,True,False,16968.24,48.2
330,B,True,True,16133.03,39.1
331,B,True,False,18573.28,51.0
332,A,True,False,4707.65,89.8
333,B,True,False,14090.04,59.4
334,A,False,False,0.0,23.2
335,A,True,False,25964.21,57.2
336,A,False,False,0.0,54.3
337,A,True,False,7207.55,38.8
338,A,False,False,0.0,43.2
339,B,True,False,13928.74,65.0
340,A,False,False,0.0,41.1
341,B,False,False,0.0,15.6
342,B,True,False,18575.46,24.1
343,A,True,False,15087.28,36.2
344,A,True,False,14734.09,47.6
345,B,True,False,10847.41,83.8
346,B,False,False,0.0,53.6
347,B,True,False,36918.16,44.5
348,B,True,False,7815.24,30.4
349,A,False,False,0.0,20.8
350,A,True,False,28543.64,48.3
351,B,False,False,0.0,20.8
352,B,False,False,0.0,88.3
353,A,True,False,35604.26,38.0
354,A,True,False,39454.39,39.5
355,B,False,False,0.0,25.0
356,A,True,False,3721.42,56.4
357,B,False,False,0.0,37.9
358,A,True,False,12709.05,79.4
359,A,False,False,0.0,21.7
360,A,False,False,0.0,27.3
361,A,False,False,0.0,26.6
362,A,False,False,0.0,25.1
363,B,True,False,50000.0,89.7
364,A,False,False,0.0,22.4
365,A,True,False,4819.13,125.4
366,B,False,False,0.0,38.7
367,A,True,False,7897.66,41.9
368,A,True,False,18899.96,62.8
369,A,False,False,0.0,27.0
370,B,False,False,0.0,38.3
371,B,True,False,8716.08,65.6
372,B,True,False,16094.06,47.1
373,A,True,False,22415.46,46.0
374,A,True,False,22528.74,104.8
375,A,False,False,0.0,22.2
376,B,True,False,26494.77,33.6
377,B,True,False,12886.4,32.4
378,A,False,False,0.0,58.1
379,A,True,False,35544.97,59.8
380,B,True,False,8898.86,80.4
381,B,True,False,33320.76,36.3
382,B,False,False,0.0,37.6
383,B,False,False,0.0,40.7
384,A,True,False,8272.47,75.8
385,A,False,False,0.0,24.4
386,A,True,False,12717.11,29.2
387,B,False,False,0.0,32.8
388,A,False,False,0.0,29.5
389,A,True,False,39441.38,49.8
390,A,False,False,0.0,57.3
391,A,False,False,0.0,38.1
392,B,True,False,6719.56,70.8
393,B,True,False,8023.89,45.7
394,A,True,True,9275.58,73.9
395,A,True,True,5277.86,79.1
396,B,False,False,0.0,20.4
397,A,True,False,7503.91,24.1
398,A,True,False,47025.54,52.4
399,B,True,False,4411.97,46.9
400,B,True,False,15080.52,47.6
401,A,True,False,12231.15,30.4
402,B,True,False,20204.49,56.8
403,A,False,False,0.0,59.4
404,B,True,False,18379.69,45.4
405,B,True,False,27099.7,50.2
406,A,True,False,6453.17,68.4
407,A,False,False,0.0,32.0
408,A,True,False,26226.65,37.3
409,A,False,False,0.0,48.0
410,B,True,False,12170.61,21.4
411,A,False,False,0.0,28.0
412,B,True,False,14358.14,28.1
413,B,True,False,12699.1,26.1
414,A,True,True,17971.69,59.8
415,A,True,False,50000.0,87.4
416,B,False,False,0.0,49.1
417,A,False,False,0.0,24.7
418,B,True,False,18475.36,33.3
419,B,False,False,0.0,26.2
420,B,True,False,11251.3,43.4
421,B,False,False,0.0,27.5
422,B,False,False,0.0,35.2
423,A,True,False,22847.21,55.4
424,A,True,False,27271.56,42.1
425,A,True,False,32925.2,44.6
426,B,False,False,0.0,17.7
427,A,False,False,0.0,24.3
428,A,True,True,47637.95,44.8
429,B,True,False,33446.24,86.1
430,A,False,False,0.0,36.4
431,A,True,False,34990.76,51.9
432,B,True,False,4787.69,37.2
433,A,False,False,0.0,23.2
434,B,True,False,28208.81,49.2
435,A,False,False,0.0,29.4
436,B,True,False,17723.68,51.4
437,A,True,False,21507.63,57.8
438,B,True,False,46975.85,47.8
439,A,True,False,28866.41,50.7
440,B,True,False,14707.01,63.3
441,B,False,False,0.0,70.1
442,A,False,False,0.0,31.5
443,B,True,False,25388.69,56.0
444,A,True,True,6301.91,102.8
445,A,True,False,13574.33,44.1
446,A,False,False,0.0,31.0
447,A,True,False,8819.4,40.6
448,B,True,False,18149.34,41.4
449,A,False,False,0.0,34.0
450,A,True,False,20320.41,57.4
451,B,True,False,5002.19,40.0
452,B,True,False,2124.57,60.1
453,B,True,False,12972.52,63.0
454,A,True,False,7683.3,30.7
455,B,True,False,14006.98,40.9
456,A,True,False,10042.27,95.1
457,A,False,False,0.0,81.8
458,B,True,False,3172.37,47.9
459,B,True,False,12711.73,47.7
460,A,True,False,18700.4,47.6
461,A,True,False,15417.56,40.4
462,A,False,False,0.0,50.8
463,A,True,False,13638.11,41.2
464,B,True,False,10372.85,38.3
465,B,True,False,29258.45,55.6
466,B,False,False,0.0,36.8
467,B,True,False,6448.64,50.6
468,B,False,False,0.0,33.1
469,B,True,False,15962.43,33.0
470,B,True,False,9711.33,98.1
471,B,True,False,22982.98,35.4
472,B,True,True,19684.62,43.7
473,A,True,False,8300.1,58.7
474,B,True,False,14329.33,53.3
475,B,False,False,0.0,53.6
476,B,False,False,0.0,34.2
477,B,True,True,29440.11,59.4
478,A,True,False,14099.97,66.4
479,A,False,False,0.0,41.9
480,A,True,False,20976.85,35.3
481,B,True,False,19199.66,30.0
482,B,True,False,19812.02,48.2
483,A,True,False,9094.56,27.6
484,B,False,False,0.0,20.3
485,B,True,False,32805.53,84.0
486,B,True,False,16380.59,21.7
487,A,True,False,6863.0,63.4
488,B,True,False,9958.51,74.0
489,A,False,False,0.0,21.1
490,A,False,False,0.0,15.5
491,A,True,False,15887.93,56.1
492,A,True,False,26943.38,47.7
493,A,False,False,0.0,28.4
494,B,True,False,50000.0,37.2
495,A,False,False,0.0,11.8
496,B,True,False,12673.64,49.0
497,A,False,False,0.0,61.7
498,A,True,False,10430.5,28.1
499,A,True,False,7754.86,80.1
500,B,False,False,0.0,23.6
501,B,True,False,19073.54,69.8
502,B,False,False,0.0,44.5
503,A,False,False,0.0,28.8
504,B,True,True,21996.35,38.1
505,A,True,False,4137.04,68.7
506,A,True,False,14287.86,63.9
507,A,True,False,25441.43,41.8
508,A,False,False,0.0,32.2
509,A,False,False,0.0,43.1
510,A,False,False,0.0,61.9
511,B,False,False,0.0,27.4
512,B,True,False,21254.86,73.1
513,A,False,False,0.0,34.5
514,A,True,False,9936.89,29.9
515,A,False,False,0.0,22.5
516,A,True,False,17008.01,49.7
517,A,True,False,26048.63,41.9
518,A,True,False,5426.67,50.7
519,A,False,False,0.0,30.6
520,B,True,False,15937.5,32.9
521,B,False,False,0.0,50.4
522,B,False,False,0.0,36.7
523,A,False,False,0.0,98.0
524,B,False,False,0.0,61.5
525,A,True,False,17370.13,46.4
526,A,False,False,0.0,33.7
527,B,True,False,15456.66,60.1
528,B,True,False,8647.63,46.6
529,B,False,False,0.0,19.6
530,B,True,False,28209.81,41.7
531,B,True,False,9972.07,76.3
532,A,True,True,16084.12,50.8
533,B,True,False,10031.55,49.9
534,A,True,False,5095.02,49.7
535,B,True,False,9996.69,45.6
536,B,True,False,11647.4,46.3
537,A,True,False,12921.24,105.0
538,B,True,False,7279.74,61.3
539,B,True,False,9175.74,64.8
540,B,False,False,0.0,9.8
541,A,False,False,0.0,24.6
542,B,True,False,32021.01,64.1
543,A,True,False,13454.03,37.7
544,B,True,False,19668.97,38.8
545,B,True,False,11873.04,34.6
546,B,True,True,19357.84,60.8
547,B,False,False,0.0,57.1
548,B,False,False,0.0,62.1
549,B,True,False,21733.62,120.6
550,A,True,False,13366.53,39.6
551,B,True,False,19114.22,39.9
552,A,True,False,9227.81,54.4
553,B,True,True,13393.93,46.6
554,A,True,False,8797.42,68.7
555,A,False,False,0.0,15.1
556,A,True,True,4908.59,50.9
557,B,True,False,11142.32,40.6
558,B,True,False,49441.26,59.8
559,B,True,True,14192.3,57.8
560,B,True,False,7340.62,49.2
561,B,True,False,9719.53,46.5
562,B,True,False,47948.28,82.9
563,B,True,False,15498.72,78.3
564,A,True,False,7220.03,45.5
565,A,False,False,0.0,28.2
566,B,True,False,4818.79,36.5
567,B,False,False,0.0,21.9
568,A,True,False,12462.18,48.1
569,B,True,False,7923.77,43.9
570,B,True,False,6234.86,41.6
571,B,True,False,24168.79,37.6
572,B,False,False,0.0,39.8
573,B,True,False,11970.32,40.1
574,A,False,False,0.0,37.1
575,A,True,False,13026.27,90.7
576,B,False,False,0.0,80.6
577,A,False,False,0.0,51.1
578,B,True,False,16955.03,48.5
579,B,True,False,13462.22,72.6
580,B,False,False,0.0,24.5
581,A,True,False,11656.93,72.9
582,B,True,False,13602.29,166.4
583,A,True,False,21948.1,54.2
584,B,True,False,7261.1,42.5
585,A,True,False,19331.01,75.2
586,B,True,False,50000.0,67.7
587,B,True,False,17071.52,81.1
588,A,False,False,0.0,17.5
589,A,True,False,7345.81,31.9
590,B,False,False,0.0,43.5
591,B,False,False,0.0,30.8
592,A,True,False,14602.23,49.2
593,A,False,False,0.0,15.8
594,B,True,True,16167.32,68.7
595,B,True,False,10943.54,49.0
596,A,True,False,12676.63,26.1
597,B,True,False,3731.25,56.1
598,A,True,False,8700.72,83.9
599,A,True,True,8363.6,80.8
600,A,True,False,17167.8,82.4
601,A,True,False,6340.36,80.4
602,B,True,True,7388.01,44.2
603,A,True,False,14380.62,45.4
604,B,False,False,0.0,30.6
605,B,True,False,17987.55,91.8
606,B,False,False,0.0,19.3
607,A,True,False,6602.26,47.3
608,B,False,False,0.0,28.1
609,B,False,False,0.0,11.0
610,B,True,False,19848.76,64.6
611,A,True,True,35223.65,38.4
612,B,False,False,0.0,56.5
613,A,True,False,21623.06,52.0
614,A,False,False,0.0,39.3
615,B,True,False,18181.21,34.5
616,A,True,False,6157.17,38.3
617,A,True,False,5819.81,37.0
618,A,False,False,0.0,57.1
619,A,True,False,9235.98,38.9
620,A,True,True,22005.99,47.8
621,A,False,False,0.0,28.0
622,B,True,False,21045.08,46.7
623,A,False,False,0.0,21.2
624,B,True,True,3134.09,64.7
625,B,True,False,4768.04,161.5
626,B,False,False,0.0,38.7
627,A,False,False,0.0,43.7
628,A,True,False,23887.48,38.7
629,A,False,False,0.0,42.5
630,A,True,False,21367.32,76.9
631,A,True,False,23985.46,59.8
632,A,False,False,0.0,53.9
633,A,True,False,2468.02,43.4
634,B,True,False,5082.6,61.9
635,A,False,False,0.0,63.5
636,A,True,False,26990.81,54.9
637,A,True,False,6836.13,102.8
638,B,True,False,17741.31,36.9
639,B,True,False,6811.41,40.6
640,B,True,False,10739.16,95.3
641,B,True,True,10155.6,40.3
642,B,True,False,28610.81,30.6
643,B,True,False,13641.83,79.5
644,A,True,False,19823.64,91.5
645,B,False,False,0.0,48.4
646,B,True,False,2568.85,74.3
647,B,True,False,7150.32,45.4
648,B,True,False,9310.51,35.7
649,A,True,False,16714.97,45.0
650,B,False,False,0.0,14.4
651,B,True,False,7050.97,35.0
652,A,True,False,14372.26,55.5
653,B,True,False,27829.36,73.9
654,B,True,True,9132.77,37.1
655,A,True,True,18542.85,38.0
656,A,False,False,0.0,20.8
657,B,False,False,0.0,33.8
658,A,True,True,13354.27,26.0
659,A,True,False,16323.32,39.7
660,A,True,False,24617.54,74.3
661,A,False,False,0.0,39.1
662,A,True,False,8290.55,72.5
663,B,True,False,18390.5,110.0
664,A,True,False,21557.53,92.4
665,A,True,False,28454.62,42.9
666,B,True,False,3160.56,62.4
667,A,True,False,9362.0,62.8
668,B,False,False,0.0,54.7
669,B,True,False,11966.82,104.2
670,A,True,False,13649.61,48.2
671,B,True,True,4774.0,76.6
672,A,True,False,22637.47,39.3
673,A,True,False,7641.56,62.1
674,A,True,False,7627.65,58.1
675,A,False,False,0.0,12.0
676,B,True,False,27701.99,44.8
677,B,False,False,0.0,30.9
678,A,True,False,5965.68,70.1
679,B,True,False,5817.65,36.8
680,B,True,False,24169.4,102.0
681,B,True,False,4545.46,53.2
682,A,True,False,13822.46,21.3
683,A,True,False,23932.68,55.4
684,B,True,False,10010.05,38.6
685,B,True,False,6744.46,92.1
686,B,False,False,0.0,25.3
687,A,True,False,25309.26,39.0
688,A,True,False,26452.4,39.9
689,B,True,False,11861.94,65.4
690,B,False,False,0.0,54.0
691,B,True,False,18717.94,32.9
692,B,True,False,41826.93,50.2
693,A,False,False,0.0,14.9
694,A,True,False,9205.62,74.7
695,A,True,True,50000.0,64.4
696,A,True,True,7244.79,39.1
697,A,True,False,7267.67,48.2
698,A,False,False,0.0,32.7
699,A,True,False,10054.91,42.8
700,A,False,False,0.0,28.4
701,B,True,False,47043.12,84.1
702,B,False,False,0.0,46.1
703,B,True,False,35251.95,66.4
704,B,False,False,0.0,41.3
705,B,False,False,0.0,35.5
706,B,True,False,28452.5,66.3
707,A,True,False,12623.22,67.5
708,A,False,False,0.0,28.5
709,B,True,True,17729.07,99.7
710,B,True,False,10523.26,51.7
711,B,True,False,11921.43,54.7
712,A,False,False,0.0,31.5
713,A,True,False,24069.8,74.6
714,B,True,False,10316.47,91.8
715,B,False,False,0.0,34.2
716,A,True,False,10235.22,59.1
717,B,True,False,19625.21,37.3
718,A,False,False,0.0,54.8
719,A,True,False,5581.43,59.5
720,B,True,False,17511.95,48.6
721,B,True,False,15378.13,66.7
722,A,True,False,9714.04,66.2
723,A,True,False,17369.96,36.2
724,B,False,False,0.0,17.0
725,B,True,False,28653.29,37.9
726,B,True,False,50000.0,23.5
727,A,True,False,30794.26,66.1
728,A,False,False,0.0,47.2
729,B,True,False,13590.09,39.2
730,B,True,False,5573.03,48.2
731,B,True,False,9543.31,45.6
732,A,True,False,8417.99,82.5
733,B,False,False,0.0,36.9
734,A,True,True,6429.24,107.1
735,B,False,False,0.0,36.5
736,B,True,False,16565.85,52.8
737,A,False,False,0.0,34.8
738,A,True,False,11603.92,47.1
739,B,True,False,13663.21,102.3
740,A,True,False,16539.22,58.1
741,B,True,False,16902.24,80.2
742,A,False,False,0.0,24.0
743,B,False,False,0.0,16.2
744,B,True,False,5948.4,45.2
745,B,True,False,31726.83,35.2
746,B,False,False,0.0,55.4
747,A,True,True,7211.22,52.5
748,A,True,False,14962.53,38.7
749,A,True,False,1710.47,24.9
750,B,True,False,11929.82,50.2
751,A,True,False,12516.32,76.1
752,B,True,False,11657.64,19.7
753,B,True,False,7780.68,42.4
754,B,True,False,15270.74,37.3
755,B,False,False,0.0,38.9
756,A,True,False,17443.35,70.8
757,A,True,False,8066.05,59.0
758,B,True,False,4501.33,41.4
759,B,True,False,12965.5,44.7
760,B,True,False,6924.75,49.6
761,B,True,False,18901.03,38.0
762,A,False,False,0.0,27.8
763,A,False,False,0.0,25.2
764,B,False,False,0.0,61.6
765,B,True,False,4371.0,75.4
766,A,False,False,0.0,21.3
767,A,True,True,10392.52,26.1
768,B,False,False,0.0,52.8
769,B,False,False,0.0,19.9
770,A,True,False,5191.65,78.3
771,A,False,False,0.0,23.6
772,A,True,False,11474.98,69.6
773,A,True,False,17833.48,31.2
774,A,True,False,8892.42,33.4
775,B,True,False,17068.34,70.9
776,B,True,False,4572.74,54.4
777,A,True,False,5623.0,62.9
778,A,False,False,0.0,63.9
779,A,True,False,9245.0,54.0
780,B,False,False,0.0,20.8
781,B,True,False,28192.24,64.8
782,A,True,False,27263.94,58.0
783,B,False,False,0.0,16.5
784,B,True,False,10563.69,59.0
785,B,False,False,0.0,20.7
786,B,True,False,19454.59,76.0
787,B,True,False,16919.9,61.2
788,A,True,False,25654.48,123.0
789,B,False,False,0.0,42.4
790,A,False,False,0.0,35.8
791,B,True,False,15205.14,57.4
792,A,False,False,0.0,29.4
793,B,False,False,0.0,34.5
794,A,True,False,33038.05,58.3
795,B,True,False,4367.15,69.3
796,A,True,False,32654.78,31.6
797,A,True,False,23309.71,56.3
798,B,True,False,44588.89,57.5
799,B,True,False,18675.38,28.4
800,A,True,False,16964.27,60.3
801,B,False,False,0.0,33.7
802,A,True,False,13325.77,68.6
803,A,True,False,11064.83,46.2
804,A,True,False,17661.76,74.7
805,A,True,False,6505.77,29.9
806,B,False,False,0.0,13.2
807,B,True,False,4706.9,59.3
808,B,True,False,38337.45,36.6
809,A,True,False,10503.91,98.0
810,B,True,False,13684.71,29.2
811,A,False,False,0.0,26.7
812,A,True,False,27233.25,29.8
813,A,False,False,0.0,39.2
814,A,False,False,0.0,52.9
815,B,True,False,8530.8,42.9
816,B,False,False,0.0,59.2
817,A,False,False,0.0,32.3
818,B,True,False,7614.06,85.0
819,B,True,False,13344.94,32.5
820,A,True,False,22717.88,32.1
821,A,True,False,12849.77,82.4
822,B,False,False,0.0,16.9
823,B,True,False,24190.84,90.0
824,B,True,False,24808.12,48.5
825,B,True,False,14587.47,65.4
826,A,True,False,16868.36,66.8
827,A,True,False,13828.13,62.4
828,A,True,False,9797.96,59.3
829,B,False,False,0.0,38.3
830,B,True,False,13894.88,90.3
831,B,True,False,8489.87,37.6
832,A,False,False,0.0,49.0
833,A,False,False,0.0,26.9
834,B,True,False,6330.59,61.9
835,B,True,False,17807.52,39.4
836,B,False,False,0.0,17.0
